Settore storico pe;Insegna;Ubicazione;Tipo via;Via;Civico;Codice via;ZD;Forma commercio;Forma commercio prev;Forma vendita;Superficie somministrazione
BAR CAFF�;;"PZA NOVELLI ERMETE N. 1 aeronautica circ. ufficiali; isolato:153; accesso: accesso interno; (z.d. 3)";PZA;NOVELLI ERMETE;1;3110;3;somministrazione/minuto;somministrazione;al banco;250
BAR CAFF�;;"PZA NOVELLI ERMETE N. 1 aeronautica spaccio truppa; isolato:153; accesso: accesso interno; (z.d. 3)";PZA;NOVELLI ERMETE;1;3110;3;somministrazione/minuto;somministrazione;al banco;300
BAR CAFF�;;"PZA OSPEDALE MAGGIORE N. 3 c/o az.osp.niguarda bl.sud s5; (z.d. 9)";PZA;OSPEDALE MAGGIORE;3;1523;9;;;;
BAR CAFF�;;"PZA OVIDIO num.000 interno aziende,fabbriche,ecc.; isolato:055; accesso: accesso interno; (z.d. 4)";PZA;OVIDIO;;3324;4;solo somministrazione;somministrazione;al banco;100
BAR CAFF�;;"PZA PIEMONTE N. 12 c/o teatro nazionale; (z.d. 7)";PZA;PIEMONTE;12;6254;7;;;;130
BAR CAFF�;;"PZA PIEMONTE N. 12 c/o teatro nazionale; (z.d. 7)";PZA;PIEMONTE;12;6254;7;;;;160
BAR CAFF�;;"PZA QUATTRO NOVEMBRE num.007 c/o uffici; (z.d. 2)";PZA;QUATTRO NOVEMBRE;;1199;2;;;;
BAR CAFF�;;"PZA SAN MATERNO N. 15 c/o parrocchia; isolato:002; (z.d. 3)";PZA;SAN MATERNO;15;2423;3;;;;41
BAR CAFF�;;"PZA SAN SEPOLCRO N. 9 interno aziende,fabbriche,ecc.;pza san sepolcro 009; isolato:429; accesso: accesso interno; (z.d. 1)";PZA;SAN SEPOLCRO;9;567;1;solo somministrazione;somministrazione;al banco;80
BAR CAFF�;;"PZA SANT' AMBROGIO N. 5 bar spaccio polizia di stato;pza sant' ambrogio 005; isolato:339; accesso: accesso interno; (z.d. 1)";PZA;SANT' AMBROGIO;5;643;1;solo somministrazione;somministrazione;al banco;200
BAR CAFF�;;"PZA SANT' EUSTORGIO N. 1 c/o parrocchia s. eustorgio; isolato:126; accesso: accesso interno; (z.d. 1)";PZA;SANT' EUSTORGIO;1;5186;1;somministrazione/minuto;somministrazione;al banco;19
BAR CAFF�;;"PZA SANTO STEFANO N. 12 ass. ordine e lavoro ex martin;pza santo stefano 012; isolato:321; accesso: accesso interno; (z.d. 1)";PZA;SANTO STEFANO;12;354;1;solo somministrazione;somministrazione;al banco;220
BAR CAFF�;;"PZA SANTO STEFANO N. 7 ;pza santo stefano 007; isolato:472; accesso: accesso interno; (z.d. 1)";PZA;SANTO STEFANO;7;354;1;solo somministrazione;somministrazione;al banco;205
BAR CAFF�;;"PZA SRAFFA ANGELO N. 11 dipendenti a.n.a.s.; isolato:102; (z.d. 5)";PZA;SRAFFA ANGELO;11;4042;5;;;;51
BAR CAFF�;;"PZA VILLAPIZZONE N. 10 c/o parrocchia s. martino; isolato:171; accesso: accesso interno; (z.d. 8)";PZA;VILLAPIZZONE;10;7273;8;solo somministrazione;somministrazione;al banco;110
BAR CAFF�;;"VIA ARSIA N. 3 ; isolato:089; accesso: accesso interno; (z.d. 8)";VIA;ARSIA;3;7472;8;solo somministrazione;somministrazione;al banco;60
BAR CAFF�;;"VIA ARSIA N. 7 ; isolato:089; accesso: accesso interno; (z.d. 8)";VIA;ARSIA;7;7472;8;solo somministrazione;somministrazione;al banco;30
BAR CAFF�;;"VIA BARRELLA GIOVANNI N. 4 interno aziende,fabbriche,ecc.; isolato:117; accesso: accesso interno; (z.d. 8)";VIA;BARRELLA GIOVANNI;4;7534;8;somministrazione/minuto;somministrazione;al banco;50
BAR CAFF�;;"VIA BECCARIA CESARE N. 19 c/o comando vigili urbani; (z.d. 1)";VIA;BECCARIA CESARE;19;307;1;;;;107
BAR CAFF�;;"VIA BELGIOIOSO CRISTINA num.165/11 c/o poste italiane cmp roserio; isolato:008; (z.d. 8)";PZA;NOVELLI ERMETE;1;3110;3;;;;598
BAR CAFF�;;VIA BENACO N. 1 (z.d. 4);VIA;BENACO;1;4143;4;;;;
BAR CAFF�;;"VIA BENADIR N. 14 circolo arci company club; isolato:286; accesso: accesso interno; (z.d. 2)";VIA;BENADIR;14;2380;2;solo somministrazione;somministrazione;al banco;133
BAR CAFF�;;"VIA BEZZECCA N. 12 ; isolato:050; accesso: accesso interno; (z.d. 4)";VIA;BEZZECCA;12;3075;4;solo somministrazione;somministrazione;al banco;115
BAR CAFF�;;"VIA BITONTO N. 3 c/o circolo arci; isolato:165; accesso: accesso interno; (z.d. 9)";VIA;BITONTO;3;1366;9;solo somministrazione;somministrazione;al banco;64
BAR CAFF�;;"VIA BOFFALORA N. 110 c/o parrocchia; isolato:091; (z.d. 6)";VIA;BOFFALORA;110;5359;6;;;;82
BAR CAFF�;;"VIA BOIFAVA PIETRO num.006/b ; (z.d. 5)";VIA;BOIFAVA PIETRO;;5341;5;;;;
BAR CAFF�;;"VIA BONVESIN DE LA RIVA N. 2 circ. parroc.s.maria suffragio; isolato:038; accesso: accesso interno; (z.d. 4)";VIA;BONVESIN DE LA RIVA;2;3087;4;solo somministrazione;somministrazione;misto;176
BAR CAFF�;;"VIA BOTTA CARLO N. 10 interno piscina caimi; (z.d. 4)";VIA;BOTTA CARLO;10;4069;4;;;;
BAR CAFF�;;"VIA BREDA ERNESTO N. 158 circ. uisp transfer club; isolato:026; (z.d. 2)";VIA;BREDA ERNESTO;158;2342;2;;;;62
BAR CAFF�;;"VIA BRONI N. 10 circolo aderente a.s.i.; (z.d. 5)";VIA;BRONI;10;4261;5;;;;188
BAR CAFF�;;VIA BRONZINO N. 21 (z.d. 3);VIA;BRONZINO;21;2191;3;;;;100
BAR CAFF�;;"VIA BUSSOLA DIONIGI N. 9 c/o club savana; isolato:009; accesso: accesso esterno; (z.d. 6)";VIA;BUSSOLA DIONIGI;9;5405;6;solo somministrazione;somministrazione;al banco;135
BAR CAFF�;;"VIA CARLI GIAN RINALDO N. 26 ; isolato:048; (z.d. 9)";VIA;CARLI GIAN RINALDO;26;1563;9;solo somministrazione;somministrazione;;160
BAR CAFF�;;"VIA CAROLI LUIGI N. 12 c/o circolo giovanile; isolato:166; accesso: accesso esterno; (z.d. 2)";VIA;CAROLI LUIGI;12;2597;2;somministrazione/minuto;somministrazione;al banco;120
BAR CAFF�;;"VIA CASTELFIDARDO N. 7 c/o coop. cons.i due gabbiani; isolato:008; accesso: accesso interno; (z.d. 1)";VIA;CASTELFIDARDO;7;1043;1;solo somministrazione;somministrazione;al tavolo;436
BAR CAFF�;;"VIA CAVRIANA N. 45 circolo junior tennis; isolato:007; accesso: accesso interno; (z.d. 4)";VIA;CAVRIANA;45;3317;4;solo somministrazione;somministrazione;al banco;50
BAR CAFF�;;"VIA CAZZANIGA CARLO N. 26 c/o campo sportivo enotria; isolato:011; (z.d. 3)";VIA;CAZZANIGA CARLO;26;2594;3;;;;16
BAR CAFF�;;"VIA CEZANNE PAOLO N. 5 circolo cult. sneh sadan; isolato:066; accesso: accesso interno; (z.d. 6)";VIA;CEZANNE PAOLO;5;5310;6;solo somministrazione;somministrazione;al tavolo;90
BAR CAFF�;;"VIA CONCILIO VATICANO II N. 1 c/o circolo pensionati; isolato:125; (z.d. 8)";VIA;CONCILIO VATICANO II;1;7356;8;;;;92
BAR CAFF�;;"VIA CONSOLE FLAMINIO N. 2 affiliato; (z.d. 3)";VIA;CONSOLE FLAMINIO;2;2666;3;;;;35
BAR CAFF�;;"VIA CONTE ROSSO N. 5 c/o circolo acli; isolato:116; accesso: accesso esterno; (z.d. 3)";VIA;CONTE ROSSO;5;2667;3;somministrazione/minuto;somministrazione;misto;70
BAR CAFF�;;"VIA CORELLI ARCANGELO N. 62 interno discoteca the beach; (z.d. 3)";VIA;CORELLI ARCANGELO;62;3243;3;;;;353
BAR CAFF�;;"VIA CORSICO N. 6 c/o parrocchia s. maria al nav; isolato:051; accesso: accesso interno; (z.d. 6)";VIA;CORSICO;6;5157;6;solo somministrazione;somministrazione;al banco;128
BAR CAFF�;;"VIA DE AMICIS EDMONDO N. 28 c/o circolo s. ambroeus;via de amicis edmondo 028; isolato:278; (z.d. 1)";VIA;DE AMICIS EDMONDO;28;574;1;;;;183
BAR CAFF�;;"VIA DEGLI ARCIMBOLDI num.008 c/o univ.degli studi di milano; (z.d. 1)";VIA;DEGLI ARCIMBOLDI;;522;1;;;;236
BAR CAFF�;;"VIA DEI CHIOSTRI N. 8 c/o oratorio s. luigi; isolato:172; accesso: accesso interno; (z.d. 1)";VIA;DEI CHIOSTRI;8;1024;1;somministrazione/minuto;minuto;al banco;33
BAR CAFF�;;"VIA DEI PICCOLOMINI N. 5 ; isolato:177; accesso: accesso interno; (z.d. 7)";VIA;DEI PICCOLOMINI;5;6513;7;solo somministrazione;somministrazione;al banco;393
BAR CAFF�;;"VIA DELLE ERBE N. 2 associazione goal cariplo;via delle erbe 002; isolato:296; accesso: accesso interno; (z.d. 1)";VIA;DELLE ERBE;2;713;1;solo somministrazione;somministrazione;al banco;35
BAR CAFF�;;"VIA DE VINCENTI ANGELO N. 11 c/o istituto statale ettore co; (z.d. 7)";VIA;DE VINCENTI ANGELO;11;6134;7;;;;
BAR CAFF�;;"VIA DONATI MARIO N. 5 c/o liceo scientifico statale; (z.d. 6)";VIA;DONATI MARIO;5;6821;6;;;;37
BAR CAFF�;;"VIA DON BOSCO N. 10 interno scuole,convitti,ecc.; isolato:019; accesso: accesso interno; (z.d. 4)";VIA;DON BOSCO;10;4144;4;somministrazione/minuto;somministrazione;al banco;100
BAR CAFF�;;"VIA DON BOSCO N. 8 c/o parrocchia san luigi; isolato:021; accesso: accesso interno; (z.d. 4)";VIA;DON BOSCO;8;4144;4;solo somministrazione;somministrazione;al banco;57
BAR CAFF�;;"VIA FANTOLI GAUDENZIO N. 9 ; isolato:083; accesso: accesso interno; (z.d. 4)";VIA;FANTOLI GAUDENZIO;9;3355;4;solo somministrazione;somministrazione;al banco;61
BAR CAFF�;;"VIA FANTOLI GAUDENZIO num.028/15 ; (z.d. 4)";VIA;OLIVIERI ALESSIO;15;6703;7;;;;
BAR CAFF�;;"VIA FATEBENEFRATELLI N. 11 interno aziende,fabbriche,ecc.;via fatebenefratelli 011; isolato:181; accesso: accesso interno; (z.d. 1)";VIA;FATEBENEFRATELLI;11;144;1;solo somministrazione;somministrazione;al banco;110
BAR CAFF�;;"VIA FILODRAMMATICI N. 2 ;via filodrammatici 002; isolato:366; accesso: accesso interno; (z.d. 1)";VIA;FILODRAMMATICI;2;113;1;solo somministrazione;somministrazione;al banco;70
BAR CAFF�;;"VIA FILODRAMMATICI N. 5 ;via filodrammatici 005; isolato:379; accesso: accesso interno; (z.d. 1)";VIA;FILODRAMMATICI;5;113;1;solo somministrazione;somministrazione;al banco;128
BAR CAFF�;;"VIA FLEMING ALESSANDRO N. 13 campo sportivo circ. triestina; isolato:065; accesso: accesso interno; (z.d. 7)";VIA;FLEMING ALESSANDRO;13;6499;7;solo somministrazione;somministrazione;al banco;12
BAR CAFF�;;"VIA FONTANA N. 6 club; isolato:034; accesso: accesso interno; (z.d. 1)";VIA;FONTANA;6;3058;1;solo somministrazione;somministrazione;al banco;90
BAR CAFF�;;"VIA FREIKOFEL N. 25 ; isolato:079; accesso: accesso interno; (z.d. 4)";VIA;FREIKOFEL;25;4367;4;solo somministrazione;somministrazione;al banco;83
BAR CAFF�;;"VIA GALENO CLAUDIO N. 32 c/o parrocchia villa s. giovan; isolato:011; accesso: accesso interno; (z.d. 2)";VIA;GALENO CLAUDIO;32;2447;2;solo somministrazione;somministrazione;al banco;130
BAR CAFF�;;"VIA GAREGNANO N. 28 circolo parr. resurrezione; isolato:147; accesso: accesso interno; (z.d. 8)";VIA;GAREGNANO;28;7413;8;solo somministrazione;somministrazione;al banco;48
BAR CAFF�;;VIA GIOIA MELCHIORRE N. 80 (z.d. 2);VIA;GIOIA MELCHIORRE;80;1108;2;;;;86
BAR CAFF�;;"VIA GRASSI GIOVANNI BATTISTA N. 74 c/o universita' degli studi di; (z.d. 8)";VIA;GRASSI GIOVANNI BATTISTA;74;7465;8;;;;
BAR CAFF�;;"VIA GULLI TOMMASO N. 62 circolo stella; isolato:190; accesso: accesso interno; (z.d. 7)";VIA;GULLI TOMMASO;62;6634;7;solo somministrazione;somministrazione;al banco;50
BAR CAFF�;;"VIA HAJECH CAMILLO N. 27 c/o liceo artistico statale di; (z.d. 4)";VIA;HAJECH CAMILLO;27;3091;4;;;;130
BAR CAFF�;;"VIA IPPODROMO N. 134 c/o centro di allenamento galo; (z.d. 7)";VIA;IPPODROMO;134;6492;7;;;;34
BAR CAFF�;;"VIA JACOPINO DA TRADATE N. 1 ; isolato:280; accesso: accesso interno; (z.d. 8)";VIA;JACOPINO DA TRADATE;1;7292;8;solo somministrazione;somministrazione;al banco;85
BAR CAFF�;;"VIA KRAMER ANTONIO N. 22 ; isolato:155; (z.d. 3)";VIA;KRAMER ANTONIO;22;3180;3;solo somministrazione;somministrazione;;37
BAR CAFF�;;"VIA LAMBRUSCHINI RAFFAELE N. 4 c/o politecnico di milano; (z.d. 9)";VIA;LAMBRUSCHINI RAFFAELE;4;7271;9;;;;109
BAR CAFF�;;"VIA LARGA N. 14 ;via larga 014; isolato:392; accesso: accesso interno; (z.d. 1)";VIA;LARGA;14;318;1;solo somministrazione;somministrazione;al banco;50
BAR CAFF�;;"VIA LESSONA MICHELE N. 21 circolo non affiliato; (z.d. 8)";VIA;LESSONA MICHELE;21;7490;8;;;;305
BAR CAFF�;;"VIA LESSONA MICHELE N. 70 c/o circolo dino penazzato; isolato:033; accesso: accesso interno; (z.d. 8)";VIA;LESSONA MICHELE;70;7490;8;solo somministrazione;somministrazione;al banco;210
BAR CAFF�;;"VIA LODOVICO IL MORO N. 49 c/o cral pozzi ginori; isolato:016; accesso: accesso interno; (z.d. 6)";VIA;LODOVICO IL MORO;49;5290;6;somministrazione/minuto;somministrazione;al banco;72
BAR CAFF�;;"VIA LOMAZZO PAOLO N. 10 int.assoc.italo cinese milano; (z.d. 8)";VIA;LOMAZZO PAOLO;10;7079;8;;;;
BAR CAFF�;;"VIA LOMAZZO PAOLO N. 55 ; isolato:054; (z.d. 8)";VIA;LOMAZZO PAOLO;55;7079;8;;;;60
BAR CAFF�;;"VIA LOMBARDINI ELIA N. 12 c/o circolo biblioteca tocchi; isolato:063; accesso: accesso esterno; (z.d. 6)";VIA;LOMBARDINI ELIA;12;5146;6;solo somministrazione;somministrazione;al banco;23
BAR CAFF�;;"VIA LOMBROSO CESARE N. 54 int.ortomer.fronte pad.a; (z.d. 4)";VIA;LOMBROSO CESARE;54;3334;4;;;;
BAR CAFF�;;"VIA MAFFEI ANDREA N. 4 c/o centro karate; isolato:069; accesso: accesso interno; (z.d. 4)";VIA;MAFFEI ANDREA;4;3191;4;solo somministrazione;somministrazione;al banco;
BAR CAFF�;;"VIA MANUZIO ALDO N. 11 ; isolato:125; accesso: accesso interno; (z.d. 2)";VIA;MANUZIO ALDO;11;2114;2;solo somministrazione;somministrazione;al banco;65
BAR CAFF�;;"VIA MANZONI ALESSANDRO N. 42 interno teatro manzoni; (z.d. 1)";VIA;MANZONI ALESSANDRO;42;230;1;;;;35
BAR CAFF�;;"VIA MAZZUCCHELLI SAMUELE N. 11 c/o a.n.c.r. sez. bruzzano; isolato:042; (z.d. 9)";VIA;MAZZUCCHELLI SAMUELE;11;1640;9;;;;
BAR CAFF�;;"VIA MECENATE N. 75 ; isolato:082; accesso: accesso esterno; (z.d. 4)";VIA;MECENATE;75;3323;4;solo somministrazione;somministrazione;al banco;450
BAR CAFF�;;"VIA MERULA GIORGIO N. 2 ass. arci alchimia; (z.d. 6)";VIA;MERULA GIORGIO;2;5363;6;;;;70
BAR CAFF�;;"VIA MOMPIANI GIACINTO N. 5 c/o centro socio ricreativo cu; (z.d. 4)";VIA;MOMPIANI GIACINTO;5;4285;4;;;;45
BAR CAFF�;;"VIA MONCALIERI N. 5 circolo affiliato; (z.d. 9)";VIA;MONCALIERI;5;1095;9;;;;250
BAR CAFF�;;"VIA MONETA num.001/a ; isolato:432; accesso: accesso interno; (z.d. 1)";VIA;MONETA;;570;1;solo somministrazione;somministrazione;al banco;20
BAR CAFF�;;"VIA MONTE OLIVETO N. 8 ; isolato:124; accesso: accesso interno; (z.d. 4)";VIA;MONTE OLIVETO;8;3345;4;solo somministrazione;somministrazione;al banco;84
BAR CAFF�;;"VIA MONTI VINCENZO N. 36 c/o associazione nazionale alp; isolato:234; accesso: accesso interno; (z.d. 1)";VIA;MONTI VINCENZO;36;6155;1;solo somministrazione;somministrazione;al banco;48
BAR CAFF�;;"VIA MONTI VINCENZO N. 59 c/o comando rfc regione lombar; isolato:155; (z.d. 1)";VIA;MONTI VINCENZO;59;6155;1;;;;77
BAR CAFF�;;"VIA OSOPPO N. 2 c/o parrocchia san protaso; isolato:293; accesso: accesso interno; (z.d. 7)";VIA;OSOPPO;2;6596;7;solo somministrazione;somministrazione;al banco;124
BAR CAFF�;;"VIA PAREA CARLO N. 4 c/o centro cardiologico monzin; isolato:123; accesso: accesso interno; (z.d. 4)";VIA;PAREA CARLO;4;3344;4;solo somministrazione;somministrazione;self service;57
BAR CAFF�;;"VIA PARENZO N. 9 c/o residenza santa marta; (z.d. 6)";VIA;PARENZO;9;5367;6;;;;29
BAR CAFF�;;"VIA PELLIZZONE ANDREA N. 12 ; isolato:189; accesso: accesso interno; (z.d. 3)";VIA;PELLIZZONE ANDREA;12;3314;3;solo somministrazione;somministrazione;misto;22
BAR CAFF�;;"VIA PITTERI RICCARDO N. 58 interno teatro martinitt; (z.d. 3)";VIA;PITTERI RICCARDO;58;2674;3;;;;49
BAR CAFF�;;"VIA PIZZI GIAN FRANCESCO N. 29 ; isolato:107; (z.d. 5)";VIA;PIZZI GIAN FRANCESCO;29;4270;5;;;;
BAR CAFF�;;"VIA POMA CARLO N. 8 interno aziende,fabbriche,ecc.; isolato:021; accesso: accesso interno; (z.d. 4)";VIA;POMA CARLO;8;3090;4;somministrazione/minuto;somministrazione;al banco;30
BAR CAFF�;;"VIA PONTE DEL GIUSCANO N. 41 ; isolato:032; accesso: accesso esterno; (z.d. 7)";VIA;PONTE DEL GIUSCANO;41;6735;7;solo somministrazione;somministrazione;al banco;66
BAR CAFF�;;"VIA PUSIANO N. 52 c/o a.f.p.g.; (z.d. 3)";VIA;PUSIANO;52;2397;3;;;;129
BAR CAFF�;;"VIA QUINTOSOLE N. 42/23 interno impianto sportivo; (z.d. 5)";VIA;QUINTOSOLE;42/23;4357;5;;;;96
BAR CAFF�;;"VIA RIPAMONTI GIUSEPPE N. 102 ; isolato:001; accesso: accesso interno; (z.d. 5)";VIA;RIPAMONTI GIUSEPPE;102;4066;5;solo somministrazione;somministrazione;al banco;16
BAR CAFF�;;"VIA RIPAMONTI GIUSEPPE N. 9 ; isolato:171; (z.d. 5)";VIA;RIPAMONTI GIUSEPPE;9;4066;5;;;;47
BAR CAFF�;;"VIA RIPAMONTI GIUSEPPE num.332/6 c/o circolo dipendenti inps; (z.d. 5)";PLE;CADORNA LUIGI;;601;1;;;;50
BAR CAFF�;;"VIA ROGOREDO N. 119 c/o circolo donatori di sangue; isolato:157; accesso: accesso interno; (z.d. 4)";VIA;ROGOREDO;119;4373;4;solo somministrazione;somministrazione;al banco;25
BAR CAFF�;;VIA ROMBON N. 34 (z.d. 3);VIA;ROMBON;34;2659;3;;;;
BAR CAFF�;;"VIA ROSSI PELLEGRINO N. 21 affiliato csen; isolato:182; (z.d. 9)";VIA;ROSSI PELLEGRINO;21;1510;9;;;;73
BAR CAFF�;;"VIA SAN CALIMERO N. 15 ; isolato:205; accesso: accesso interno; (z.d. 1)";VIA;SAN CALIMERO;15;4014;1;solo somministrazione;somministrazione;al banco;30
BAR CAFF�;;"VIA SAN GREGORIO N. 3 ; isolato:105; accesso: accesso interno; (z.d. 3)";VIA;SAN GREGORIO;3;2123;3;solo somministrazione;somministrazione;al banco;6
BAR CAFF�;;"VIA SAN PAOLINO N. 4 associazione sportiva barona; isolato:101; accesso: accesso interno; (z.d. 6)";VIA;SAN PAOLINO;4;5425;6;solo somministrazione;somministrazione;al banco;40
BAR CAFF�;;"VIA SAN PIETRO ALL'ORTO N. 9 int. cinema arlecchino;via san pietro all'orto 009; isolato:361; accesso: accesso interno; (z.d. 1)";VIA;SAN PIETRO ALL'ORTO;9;213;1;solo somministrazione;somministrazione;al banco;30
BAR CAFF�;;"VIA SAN RAFFAELE N. 1 ;via san raffaele 001; isolato:416; accesso: accesso esterno; (z.d. 1)";VIA;SAN RAFFAELE;1;207;1;solo somministrazione;somministrazione;al banco;80
BAR CAFF�;;"VIA SANTA RADEGONDA N. 8 c/o cinema odeon; (z.d. 1)";VIA;SANTA RADEGONDA;8;208;1;;;;58
BAR CAFF�;;"VIA SANTA RITA DA CASCIA N. 22 c/o parrocchia; isolato:041; accesso: accesso esterno; (z.d. 6)";VIA;SANTA RITA DA CASCIA;22;5301;6;somministrazione/minuto;somministrazione;al banco;
BAR CAFF�;;"VIA SANT' ERLEMBALDO N. 4 c/o centro socio ricre. cultur; (z.d. 2)";VIA;SANT' ERLEMBALDO;4;2356;2;;;;4815
BAR CAFF�;;"VIA SANT' UGUZZONE N. 8 circolo affiliato a.s.i.; (z.d. 2)";VIA;SANT' UGUZZONE;8;2448;2;;;;45
BAR CAFF�;;"VIA SAVONA N. 15 affiliato arci; (z.d. 6)";VIA;SAVONA;15;5122;6;;;;31
BAR CAFF�;;"VIA SCHIAPARELLI GIOVANNI N. 8 interno aziende,fabbriche,ecc.; isolato:198; accesso: accesso interno; (z.d. 2)";VIA;SCHIAPARELLI GIOVANNI;8;1211;2;solo somministrazione;somministrazione;self service;54
BAR CAFF�;;"VIA SELLA QUINTINO N. 2 c/o centro cult. solferino cen;via sella quintino 002; isolato:241; accesso: accesso interno; (z.d. 1)";VIA;SELLA QUINTINO;2;724;1;solo somministrazione;somministrazione;misto;84
BAR CAFF�;;"VIA SOLONE N. 9 affiliato; isolato:069; (z.d. 2)";VIA;SOLONE;9;2346;2;;;;140
BAR CAFF�;;"VIA SPERONARI N. 4 ;via speronari 004; isolato:447; (z.d. 1)";VIA;SPERONARI;4;517;1;;;;12
BAR CAFF�;;"VIA TADINO ALESSANDRO N. 27 ; isolato:077; accesso: accesso interno; (z.d. 3)";VIA;TADINO ALESSANDRO;27;2109;3;solo somministrazione;somministrazione;al banco;30
BAR CAFF�;;VIA TORINO N. 64 (z.d. 1);VIA;TORINO;64;543;1;;;;
BAR CAFF�;;"VIA TORRAZZA num.080 c/o mensa casa del giovane; isolato:005; accesso: accesso interno; (z.d. 8)";VIA;TORRAZZA;;7360;8;solo somministrazione;somministrazione;al banco;103
BAR CAFF�;;"VIA TORRIANI NAPO N. 12 c/o associazione street one; (z.d. 2)";VIA;TORRIANI NAPO;12;2126;2;;;;207
BAR CAFF�;;"VIA TORRIANI NAPO N. 29 ; isolato:052; accesso: accesso interno; (z.d. 2)";VIA;TORRIANI NAPO;29;2126;2;solo somministrazione;somministrazione;al banco;40
BAR CAFF�;;"VIA TORTONA N. 37 c/o young & rubicam; (z.d. 6)";VIA;TORTONA;37;5124;6;;;;
BAR CAFF�;;"VIA VALTELLINA N. 3 interno aziende,fabbriche,ecc.; isolato:106; accesso: accesso interno; (z.d. 9)";VIA;VALTELLINA;3;1188;9;somministrazione/minuto;somministrazione;al banco;30
BAR CAFF�;;"VIA VERGA ANDREA N. 9 c/o i.s.u. universit? cattolic; (z.d. 7)";VIA;VERGA ANDREA;9;6200;7;;;;
BAR CAFF�;;"VIA VERGA ANDREA num.001 circolo affiliato fenalc; (z.d. 7)";VIA;VERGA ANDREA;;6200;7;;;;56
BAR CAFF�;;"VIA VIVAIO N. 22 bar soci coop. artistica accon; isolato:024; (z.d. 1)";VIA;VIVAIO;22;3041;1;;;;25
BAR CAFF�;;"VIA VOLTA ALESSANDRO N. 23 c/o a.n.c.r. sez. volta-garib.; isolato:001; accesso: accesso esterno; (z.d. 1)";VIA;VOLTA ALESSANDRO;23;1018;1;;somministrazione;al banco;68
BAR CAFF�;;"VIA WATT GIACOMO N. 37 circolo affiliato arci; (z.d. 6)";VIA;WATT GIACOMO;37;5292;6;;;;900
BAR CAFF�;;"VLE CAPRILLI FEDERICO N. 30 c/o bar cral trenno; isolato:175; accesso: accesso interno; (z.d. 7)";VLE;CAPRILLI FEDERICO;30;6532;7;solo somministrazione;somministrazione;al banco;138
BAR CAFF�;;"VLE DEI PIOPPI N. 42 ; isolato:269; accesso: accesso interno; (z.d. 8)";VLE;DEI PIOPPI;42;7310;8;somministrazione/minuto;somministrazione;al banco;30
BAR CAFF�;;"VLE ISONZO N. 11 interno stazioni ferroviarie; isolato:202; accesso: accesso interno; (z.d. 5)";VLE;ISONZO;11;4211;5;solo somministrazione;somministrazione;al banco;20
BAR CAFF�;;"VLE MARCHE num.032 interno stazione di servizio; ()";VIA;MECENATE;86;3323;4;;;;6
BAR CAFF�;;"VLE MONZA N. 24 interno sala giochi; (z.d. 2)";VLE;MONZA;24;2274;2;;;;22
BAR CAFF�;;"VLE MONZA N. 347 interno aziende,fabbriche,ecc.; isolato:013; accesso: accesso interno; (z.d. 2)";VLE;MONZA;347;2274;2;solo somministrazione;somministrazione;self service;500
BAR CAFF�;;"VLE PAPINIANO N. 59 ; isolato:059; (z.d. 1)";VLE;PAPINIANO;59;5097;1;;;;30
BAR CAFF�;;"VLE REGINA MARGHERITA N. 9 c/o ostello della gioventu'; (z.d. 1)";VLE;REGINA MARGHERITA;9;3059;1;;;;
BAR CAFF�;;"VLE SAN MICHELE DEL CARSO N. 20 circolo affiliato fenalc; (z.d. 7)";VLE;SAN MICHELE DEL CARSO;20;6212;7;;;;87
BAR CAFF�;;"VLE SUZZANI GIOVANNI num.075 c/o circolo acli pratocentenar; isolato:129; accesso: accesso interno; (z.d. 9)";VLE;BLIGNY;;4045;5;solo somministrazione;somministrazione;al banco;168
BAR CAFF�;azienda;"VIA DAIMLER GOTTLIEB WILHELM N. 1 c/o mercedes-benz center ang.; (z.d. 8)";VIA;DAIMLER GOTTLIEB WILHELM;1;7587;8;;;;
BAR CAFF�;bar c/0 freelife club;"VIA LODOVICO IL MORO N. 135 circolo; isolato:037; accesso: accesso interno; (z.d. 6)";VIA;LODOVICO IL MORO;135;5290;6;solo somministrazione;somministrazione;al banco;106
BAR CAFF�;bar caffe;"VIA BRIOSCHI FRANCESCO N. 38 c/o parrocchia; isolato:163; pto strada:1 ; accesso: accesso esterno; (z.d. 5)";VIA;BRIOSCHI FRANCESCO;38;5243;5;solo somministrazione;somministrazione;al banco;65
BAR CAFF�;bar caffe;"VIA RIPAMONTI GIUSEPPE N. 139 ; isolato:105; accesso: accesso esterno; (z.d. 5)";VIA;RIPAMONTI GIUSEPPE;139;4066;5;solo somministrazione;somministrazione;al banco;70
BAR CAFF�;bar/club assoc.olinda;"VIA IPPOCRATE N. 45 ; isolato:076; accesso: accesso interno; (z.d. 9)";VIA;IPPOCRATE;45;1543;9;solo somministrazione;somministrazione;al banco;
BAR CAFF�;bar c/o istit.virgilio;"PZA ASCOLI GRAZIADIO ISAIA N. 2 c/o i.m. virgilio; isolato:153; accesso: accesso interno; (z.d. 3)";PZA;ASCOLI GRAZIADIO ISAIA;2;3176;3;solo somministrazione;somministrazione;al banco;13
BAR CAFF�;bar c/o parroc.s.benedett;"VIA STROZZI PIERO num.001 c/o parrocchia; accesso: accesso interno; (z.d. 6)";VIA;STROZZI PIERO;;6617;6;solo somministrazione;somministrazione;al banco;68
